rgn_id,year,area_km2_m,area_km2_m_gf
5,1971,14.81787724,14.81787724
6,1971,4.302182489,4.302182489
1,1972,NA,1.908806508
2,1972,NA,8.266938713
3,1972,NA,48.78198319
4,1972,NA,0
5,1972,NA,14.81787724
6,1972,NA,4.302182489
1,1973,1.908806508,1.908806508
2,1973,8.266938713,8.266938713
3,1973,48.78198319,48.78198319
4,1973,0,0
5,1973,14.82572442,14.82572442
6,1973,4.302182489,4.302182489
1,1974,1.908806508,1.908806508
2,1974,8.266938713,8.266938713
3,1974,48.78198319,48.78198319
4,1974,146.4549433,146.4549433
5,1974,14.82572442,14.82572442
6,1974,4.302182489,4.302182489
1,1975,NA,1.908806508
2,1975,NA,8.266938713
3,1975,NA,48.78198319
4,1975,NA,146.4549433
5,1975,NA,14.82572442
6,1975,NA,4.302182489
1,1976,1.908806508,1.908806508
2,1976,8.266938713,8.266938713
3,1976,48.79145994,48.79145994
4,1976,148.6331643,148.6331643
5,1976,14.82572442,14.82572442
6,1976,4.302182489,4.302182489
1,1977,1.908806508,1.908806508
2,1977,8.266938713,8.266938713
3,1977,48.79145994,48.79145994
4,1977,148.6331643,148.6331643
5,1977,14.82572442,14.82572442
6,1977,4.329068892,4.329068892
1,1978,1.908806508,1.908806508
2,1978,8.266938713,8.266938713
3,1978,48.86208987,48.86208987
4,1978,148.6331643,148.6331643
5,1978,15.09561873,15.09561873
6,1978,4.329068892,4.329068892
1,1979,NA,1.908806508
2,1979,NA,8.266938713
3,1979,NA,48.86208987
4,1979,NA,148.6331643
5,1979,NA,15.09561873
6,1979,NA,4.329068892
1,1980,NA,1.908806508
2,1980,NA,8.266938713
3,1980,NA,48.86208987
4,1980,NA,148.6331643
5,1980,NA,15.09561873
6,1980,NA,4.329068892
1,1981,NA,1.908806508
2,1981,NA,8.266938713
3,1981,NA,48.86208987
4,1981,NA,148.6331643
5,1981,NA,15.09561873
6,1981,NA,4.329068892
1,1982,1.908806508,1.908806508
2,1982,8.266938713,8.266938713
3,1982,48.94015159,48.94015159
4,1982,148.6331643,148.6331643
5,1982,15.09561873,15.09561873
6,1982,4.329068892,4.329068892
1,1983,2.148634134,2.148634134
2,1983,8.266938713,8.266938713
3,1983,48.94015159,48.94015159
4,1983,148.6331643,148.6331643
5,1983,15.09561873,15.09561873
6,1983,4.329068892,4.329068892
1,1984,2.150402026,2.150402026
2,1984,8.266938713,8.266938713
3,1984,48.94015159,48.94015159
4,1984,148.6331643,148.6331643
5,1984,15.66168788,15.66168788
6,1984,33.4917127,33.4917127
1,1985,2.159086194,2.159086194
2,1985,8.338970103,8.338970103
3,1985,48.94015159,48.94015159
4,1985,148.6331643,148.6331643
5,1985,15.66712266,15.66712266
6,1985,33.62127344,33.62127344
1,1986,7.567093842,7.567093842
2,1986,11.04815838,11.04815838
3,1986,399.1556394,399.1556394
4,1986,148.6331643,148.6331643
5,1986,155.3097643,155.3097643
6,1986,66.90346449,66.90346449
1,1987,18.95601799,18.95601799
2,1987,11.14053181,11.14053181
3,1987,405.5843055,405.5843055
4,1987,148.6331643,148.6331643
5,1987,155.3097702,155.3097702
6,1987,66.93175997,66.93175997
1,1988,18.95775505,18.95775505
2,1988,22.85724238,22.85724238
3,1988,405.5843055,405.5843055
4,1988,148.6331643,148.6331643
5,1988,155.3097702,155.3097702
6,1988,66.93638007,66.93638007
1,1989,161.4973321,161.4973321
2,1989,22.8921863,22.8921863
3,1989,406.0148418,406.0148418
4,1989,148.6331643,148.6331643
5,1989,155.3097702,155.3097702
6,1989,66.93638007,66.93638007
1,1990,161.4973321,161.4973321
2,1990,118.668147,118.668147
3,1990,406.4052938,406.4052938
4,1990,148.6331643,148.6331643
5,1990,155.3097702,155.3097702
6,1990,66.93638007,66.93638007
1,1991,184.9681438,184.9681438
2,1991,151.5947226,151.5947226
3,1991,410.4056713,410.4056713
4,1991,148.6331643,148.6331643
5,1991,161.4998117,161.4998117
6,1991,66.93638007,66.93638007
1,1992,185.0021892,185.0021892
2,1992,198.2972816,198.2972816
3,1992,410.6217308,410.6217308
4,1992,148.6331643,148.6331643
5,1992,161.4998117,161.4998117
6,1992,66.94157928,66.94157928
1,1993,185.0021892,185.0021892
2,1993,198.2972816,198.2972816
3,1993,412.0090285,412.0090285
4,1993,148.6331643,148.6331643
5,1993,161.4998117,161.4998117
6,1993,66.94157928,66.94157928
1,1994,185.0021892,185.0021892
2,1994,198.3040296,198.3040296
3,1994,412.0090489,412.0090489
4,1994,148.6331643,148.6331643
5,1994,161.4998117,161.4998117
6,1994,66.94157928,66.94157928
1,1995,188.3262738,188.3262738
2,1995,198.3040296,198.3040296
3,1995,413.2997649,413.2997649
4,1995,148.6331643,148.6331643
5,1995,161.5195875,161.5195875
6,1995,66.94157928,66.94157928
1,1996,188.5990809,188.5990809
2,1996,198.3040296,198.3040296
3,1996,413.9686057,413.9686057
4,1996,148.6331643,148.6331643
5,1996,161.5195875,161.5195875
6,1996,66.94157928,66.94157928
1,1997,188.6005409,188.6005409
2,1997,198.3040296,198.3040296
3,1997,414.0070316,414.0070316
4,1997,148.6331643,148.6331643
5,1997,161.7820654,161.7820654
6,1997,66.94157928,66.94157928
1,1998,188.6205004,188.6205004
2,1998,198.3040296,198.3040296
3,1998,414.0637215,414.0637215
4,1998,148.6331643,148.6331643
5,1998,161.7820654,161.7820654
6,1998,66.94157928,66.94157928
1,1999,188.6305788,188.6305788
2,1999,198.3040296,198.3040296
3,1999,414.0637215,414.0637215
4,1999,148.6331643,148.6331643
5,1999,161.7820654,161.7820654
6,1999,66.94157928,66.94157928
1,2000,NA,188.6305788
2,2000,NA,198.3040296
3,2000,NA,414.0637215
4,2000,NA,148.6331643
5,2000,NA,161.7820654
6,2000,NA,66.94157928
1,2001,NA,188.6305788
2,2001,NA,198.3040296
3,2001,NA,414.0637215
4,2001,NA,148.6331643
5,2001,NA,161.7820654
6,2001,NA,66.94157928
1,2002,NA,188.6305788
2,2002,NA,198.3040296
3,2002,NA,414.0637215
4,2002,NA,148.6331643
5,2002,NA,161.7820654
6,2002,NA,66.94157928
1,2003,NA,188.6305788
2,2003,NA,198.3040296
3,2003,NA,414.0637215
4,2003,NA,148.6331643
5,2003,NA,161.7820654
6,2003,NA,66.94157928
1,2004,NA,188.6305788
2,2004,NA,198.3040296
3,2004,NA,414.0637215
4,2004,NA,148.6331643
5,2004,NA,161.7820654
6,2004,NA,66.94157928
1,2005,188.9231854,188.9231854
2,2005,206.2701478,206.2701478
3,2005,457.3848576,457.3848576
4,2005,257.1300593,257.1300593
5,2005,184.1434469,184.1434469
6,2005,66.94157928,66.94157928
1,2006,NA,188.9231854
2,2006,NA,206.2701478
3,2006,NA,457.3848576
4,2006,NA,257.1300593
5,2006,NA,184.1434469
6,2006,NA,66.94157928
1,2007,NA,188.9231854
2,2007,NA,206.2701478
3,2007,NA,457.3848576
4,2007,NA,257.1300593
5,2007,NA,184.1434469
6,2007,NA,66.94157928
1,2008,NA,188.9231854
2,2008,NA,206.2701478
3,2008,NA,457.3848576
4,2008,NA,257.1300593
5,2008,NA,184.1434469
6,2008,NA,66.94157928
1,2009,NA,188.9231854
2,2009,NA,206.2701478
3,2009,NA,457.3848576
4,2009,NA,257.1300593
5,2009,NA,184.1434469
6,2009,NA,66.94157928
1,2010,429.7517112,429.7517112
2,2010,206.2701478,206.2701478
3,2010,457.3848576,457.3848576
4,2010,257.1300593,257.1300593
5,2010,184.1434469,184.1434469
6,2010,66.94157928,66.94157928
1,2011,429.7517112,429.7517112
2,2011,206.2701478,206.2701478
3,2011,457.3848576,457.3848576
4,2011,257.1300593,257.1300593
5,2011,184.1434469,184.1434469
6,2011,66.94157928,66.94157928
1,2012,NA,429.7517112
2,2012,NA,206.2701478
3,2012,NA,457.3848576
4,2012,NA,257.1300593
5,2012,NA,184.1434469
6,2012,NA,66.94157928
1,2013,429.7517112,429.7517112
2,2013,206.2701478,206.2701478
3,2013,571.007406,571.007406
4,2013,259.1222141,259.1222141
5,2013,259.1179627,259.1179627
6,2013,89.56425618,89.56425618
1,2014,NA,429.7517112
2,2014,NA,206.2701478
3,2014,NA,571.007406
4,2014,NA,259.1222141
5,2014,NA,259.1179627
6,2014,NA,89.56425618
1,2015,NA,429.7517112
2,2015,NA,206.2701478
3,2015,NA,571.007406
4,2015,NA,259.1222141
5,2015,NA,259.1179627
6,2015,NA,89.56425618
1,2016,429.7517112,429.7517112
2,2016,248.4325792,248.4325792
3,2016,690.0093678,690.0093678
4,2016,259.1222141,259.1222141
5,2016,259.1179627,259.1179627
6,2016,89.565841,89.565841
1,2017,429.7517112,429.7517112
2,2017,248.4325792,248.4325792
3,2017,939.7875743,939.7875743
4,2017,259.1222141,259.1222141
5,2017,329.8751804,329.8751804
6,2017,154.651574,154.651574
