"year","rgn_id","beach_status_score"
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,0.75
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,0.75
2008,3,0.5
2009,3,0.5
2010,3,0.5
2011,3,0.75
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,1
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,0.75
2009,3,1
2010,3,1
2011,3,1
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,1
2006,3,0.75
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,0.75
2006,3,0.75
2007,3,0.75
2008,3,0.75
2009,3,0.75
2010,3,0.5
2011,3,0.5
2012,3,0.5
2013,3,0.75
2014,3,1
2015,3,1
2016,3,1
2017,3,0.75
2004,3,0.75
2005,3,0.75
2006,3,0.75
2007,3,1
2008,3,1
2009,3,1
2010,3,0.75
2011,3,0.75
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,1
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,0.75
2006,3,0.75
2007,3,0.75
2008,3,0.75
2009,3,1
2010,3,1
2011,3,1
2012,3,0.75
2013,3,1
2014,3,1
2015,3,1
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,0
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.5
2005,3,0.75
2006,3,0.5
2007,3,0.75
2008,3,0.5
2009,3,0.5
2010,3,0.5
2011,3,0.5
2012,3,0.25
2013,3,0.25
2014,3,0.25
2015,3,0.5
2016,3,0.5
2017,3,0.5
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,0.75
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,1,0.25
2005,1,0.25
2006,1,0.25
2007,1,0.25
2008,1,0.25
2009,1,0.25
2010,1,0.25
2011,1,0.25
2012,1,0.25
2013,1,0.25
2014,1,0.5
2015,1,0.5
2016,1,0.5
2017,1,0.25
2004,1,0.25
2005,1,0.25
2006,1,0.25
2007,1,0.25
2008,1,0.25
2009,1,0.25
2010,1,0.25
2011,1,0.5
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,0.75
2016,1,0.5
2017,1,0.5
2004,1,0.75
2005,1,0.75
2006,1,0.75
2007,1,0.75
2008,1,0.75
2009,1,0.75
2010,1,0.75
2011,1,0.75
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,0.75
2016,1,0.75
2017,1,0.75
2004,1,0.75
2005,1,0.75
2006,1,0.75
2007,1,0.75
2008,1,0.5
2009,1,0.5
2010,1,0.75
2011,1,0.75
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,0.75
2016,1,0.75
2017,1,0.75
2004,1,0.25
2005,1,0.25
2006,1,0.25
2007,1,0.25
2008,1,0.25
2009,1,0.25
2010,1,0.25
2011,1,0.25
2012,1,0.25
2013,1,0.25
2014,1,0.25
2015,1,0.25
2016,1,0.25
2017,1,0.25
2004,1,0.5
2005,1,0.75
2006,1,0.75
2007,1,0.75
2008,1,0.75
2009,1,0.5
2010,1,0.5
2011,1,0.75
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,0.75
2016,1,0.75
2017,1,0.75
2004,1,0.75
2005,1,1
2006,1,1
2007,1,0.75
2008,1,0.75
2009,1,0.75
2010,1,0.5
2011,1,0.75
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,1
2016,1,1
2017,1,1
2004,1,1
2005,1,1
2006,1,1
2007,1,1
2008,1,1
2009,1,1
2010,1,1
2011,1,1
2012,1,1
2013,1,1
2014,1,1
2015,1,1
2016,1,1
2017,1,1
2004,1,0.25
2005,1,0.5
2006,1,0.5
2007,1,0.5
2008,1,0.75
2009,1,0.75
2010,1,0.75
2011,1,0.75
2012,1,0.75
2013,1,1
2014,1,0.75
2015,1,0.75
2016,1,0.75
2017,1,0.75
2004,1,0.25
2005,1,0.25
2006,1,0.25
2007,1,0.25
2008,1,0.25
2009,1,0.25
2010,1,0.25
2011,1,0.5
2012,1,0.75
2013,1,0.75
2014,1,0.75
2015,1,0.75
2016,1,0.5
2017,1,0.5
2004,2,0.25
2005,2,0.25
2006,2,0.5
2007,2,0.25
2008,2,0.25
2009,2,0.25
2010,2,0.25
2011,2,0.25
2012,2,0.25
2013,2,0.25
2014,2,0.25
2015,2,0.25
2016,2,0.25
2017,2,0.25
2004,2,1
2005,2,1
2006,2,1
2007,2,0.75
2008,2,0.75
2009,2,0.5
2010,2,0.5
2011,2,0.75
2012,2,0.75
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,0.75
2008,2,0.75
2009,2,0.5
2010,2,0.5
2011,2,0.75
2012,2,0.75
2013,2,0.75
2014,2,0.75
2015,2,0.75
2016,2,0.75
2017,2,0.75
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,1
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,0.75
2013,2,0.75
2014,2,0.75
2015,2,0.75
2016,2,1
2017,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,1
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,0.75
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,0.25
2005,2,0.25
2006,2,0.25
2007,2,0.25
2008,2,0.25
2009,2,0.25
2010,2,0.25
2011,2,0.25
2012,2,0.25
2013,2,0.25
2014,2,0.25
2015,2,0.25
2016,2,0.25
2017,2,0.25
2004,2,0.25
2005,2,0.25
2006,2,0.25
2007,2,0.25
2008,2,0.25
2009,2,0.25
2010,2,0.25
2011,2,0.25
2012,2,0.25
2013,2,0.25
2014,2,0.25
2015,2,0.75
2016,2,0.5
2017,2,0.25
2004,2,0.75
2005,2,1
2006,2,0.75
2007,2,0.75
2008,2,0.75
2009,2,0.5
2010,2,0.5
2011,2,0.5
2012,2,0.75
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,1
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,2,0.75
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,1
2013,2,1
2014,2,1
2015,2,1
2016,2,1
2017,2,1
2004,5,1
2005,5,1
2006,5,1
2007,5,1
2008,5,1
2009,5,1
2010,5,1
2011,5,1
2012,5,1
2013,5,1
2014,5,1
2015,5,1
2016,5,1
2017,5,1
2004,5,0.75
2005,5,0.75
2006,5,0.75
2007,5,1
2008,5,1
2009,5,0.75
2010,5,0.75
2011,5,1
2012,5,1
2013,5,1
2014,5,1
2015,5,1
2016,5,1
2017,5,0.75
2004,5,1
2005,5,1
2006,5,1
2007,5,1
2008,5,1
2009,5,1
2010,5,1
2011,5,1
2012,5,1
2013,5,1
2014,5,1
2015,5,1
2016,5,1
2017,5,1
2004,5,1
2005,5,1
2006,5,1
2007,5,1
2008,5,0.75
2009,5,0.75
2010,5,0.75
2011,5,0.75
2012,5,0.75
2013,5,0.75
2014,5,0.75
2015,5,0.5
2016,5,1
2017,5,0.75
2004,5,1
2005,5,1
2006,5,1
2007,5,0.75
2008,5,0.75
2009,5,0.5
2010,5,0.5
2011,5,0.75
2012,5,0.75
2013,5,0.75
2014,5,0.75
2015,5,0.75
2016,5,1
2017,5,0.75
2004,5,1
2005,5,1
2006,5,1
2007,5,1
2008,5,1
2009,5,1
2010,5,1
2011,5,1
2012,5,1
2013,5,1
2014,5,1
2015,5,1
2016,5,1
2017,5,1
2004,5,0.75
2005,5,0.5
2006,5,0.75
2007,5,0.75
2008,5,0.75
2009,5,1
2010,5,0.75
2011,5,0.75
2012,5,0.75
2013,5,1
2014,5,1
2015,5,1
2016,5,1
2017,5,1
2004,5,1
2005,5,1
2006,5,1
2007,5,0.75
2008,5,0.75
2009,5,0.5
2010,5,0.5
2011,5,0.75
2012,5,0.75
2013,5,0.75
2014,5,0.75
2015,5,0.75
2016,5,1
2017,5,1
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,0.75
2012,6,0.75
2013,6,0.75
2014,6,0.75
2015,6,1
2016,6,1
2017,6,1
2004,5,0
2005,5,0
2006,5,0.75
2007,5,0.75
2008,5,1
2009,5,1
2010,5,1
2011,5,1
2012,5,1
2013,5,NA
2014,5,1
2015,5,1
2016,5,1
2017,5,1
2004,3,1
2005,3,0.75
2006,3,0.75
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.5
2005,3,0.75
2006,3,0.75
2007,3,0.75
2008,3,0.25
2009,3,0.25
2010,3,0.25
2011,3,0.25
2012,3,0.25
2013,3,0.25
2014,3,0.25
2015,3,0.5
2016,3,0.75
2017,3,0.75
2004,3,0.5
2005,3,0.75
2006,3,1
2007,3,1
2008,3,1
2009,3,0.75
2010,3,0.75
2011,3,0.75
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.25
2005,3,0.5
2006,3,0.5
2007,3,0.5
2008,3,0.25
2009,3,0.25
2010,3,0.25
2011,3,0.25
2012,3,0.25
2013,3,0.25
2014,3,0.25
2015,3,0.25
2016,3,0.5
2017,3,0.5
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,0.75
2013,3,0.75
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,0.75
2006,3,0.75
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,0.75
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,0.75
2013,3,0.75
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,0.75
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,0.75
2008,3,0.75
2009,3,0.5
2010,3,0.75
2011,3,0.75
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,0.75
2006,3,0.75
2007,3,0.75
2008,3,0.75
2009,3,0.75
2010,3,1
2011,3,0.75
2012,3,0.75
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,1
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,0.75
2008,3,1
2009,3,0.75
2010,3,1
2011,3,1
2012,3,0.5
2013,3,0.75
2014,3,0.75
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,0.75
2006,3,0.5
2007,3,0.25
2008,3,0.5
2009,3,0.5
2010,3,0.5
2011,3,0.75
2012,3,0.5
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.75
2005,3,1
2006,3,0.75
2007,3,0.75
2008,3,1
2009,3,0.75
2010,3,0.75
2011,3,0.75
2012,3,0.75
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,0.75
2004,3,0.75
2005,3,0.75
2006,3,1
2007,3,1
2008,3,0.5
2009,3,0.5
2010,3,0.25
2011,3,0.5
2012,3,0.5
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,1
2017,3,1
2004,3,0.5
2005,3,0.75
2006,3,0.75
2007,3,0.5
2008,3,0.5
2009,3,0.25
2010,3,0.25
2011,3,0.5
2012,3,0.5
2013,3,0.75
2014,3,0.75
2015,3,0.75
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,0.75
2009,3,0.5
2010,3,0.5
2011,3,0.5
2012,3,0.5
2013,3,0.75
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,0
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,0.75
2009,3,1
2010,3,1
2011,3,0.75
2012,3,0.5
2013,3,0.5
2014,3,0.5
2015,3,0.75
2016,3,1
2017,3,0.75
2004,3,0.75
2005,3,0.75
2006,3,0.75
2007,3,0.75
2008,3,0.75
2009,3,0.75
2010,3,0.5
2011,3,0.25
2012,3,0.25
2013,3,0.25
2014,3,0.5
2015,3,0.75
2016,3,0.75
2017,3,0.75
2004,3,1
2005,3,1
2006,3,1
2007,3,1
2008,3,1
2009,3,1
2010,3,1
2011,3,1
2012,3,1
2013,3,1
2014,3,1
2015,3,1
2016,3,1
2017,3,1
2004,3,0.5
2005,3,0.5
2006,3,0.5
2007,3,0.5
2008,3,0.5
2009,3,0.25
2010,3,0.25
2011,3,0.25
2012,3,0.25
2013,3,0.25
2014,3,0.25
2015,3,0.5
2016,3,0.75
2017,3,0.75
2004,2,0.25
2005,2,0.5
2006,2,0.25
2007,2,0.25
2008,2,0.5
2009,2,0.5
2010,2,0.5
2011,2,0.5
2012,2,0.25
2013,2,0.5
2014,2,0.5
2015,2,0.75
2016,2,0.75
2017,2,0.75
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,0.75
2005,6,0.75
2006,6,0.75
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,0.75
2012,6,0.75
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,0.75
2010,6,0.75
2011,6,0.75
2012,6,0.75
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,0.75
2005,6,0.5
2006,6,0.5
2007,6,0.25
2008,6,0.25
2009,6,0.25
2010,6,0.5
2011,6,0.5
2012,6,0.5
2013,6,0.5
2014,6,0.5
2015,6,0.75
2016,6,0.75
2017,6,0.75
2004,6,0.75
2005,6,0.5
2006,6,0.25
2007,6,0.5
2008,6,0.5
2009,6,0.75
2010,6,0.75
2011,6,0.75
2012,6,0.5
2013,6,0.75
2014,6,0.75
2015,6,1
2016,6,1
2017,6,0.75
2004,6,0.5
2005,6,0.5
2006,6,0.25
2007,6,0.5
2008,6,0.5
2009,6,0.25
2010,6,0.5
2011,6,0.5
2012,6,0.5
2013,6,0.75
2014,6,0.75
2015,6,0.75
2016,6,0.75
2017,6,0.75
2004,6,0.25
2005,6,0.25
2006,6,0.25
2007,6,0.25
2008,6,0.25
2009,6,0.25
2010,6,0.5
2011,6,0.5
2012,6,0.5
2013,6,0.5
2014,6,0.5
2015,6,0.5
2016,6,0.5
2017,6,0.75
2004,6,0.25
2005,6,0.25
2006,6,0.5
2007,6,0.5
2008,6,0.5
2009,6,0.5
2010,6,0.5
2011,6,0.5
2012,6,0.5
2013,6,0.5
2014,6,0.75
2015,6,0.75
2016,6,0.75
2017,6,0.5
2004,6,0.5
2005,6,0.5
2006,6,0.5
2007,6,0.75
2008,6,0.75
2009,6,0.75
2010,6,0.75
2011,6,1
2012,6,1
2013,6,1
2014,6,0.75
2015,6,0.75
2016,6,0.75
2017,6,0.75
2004,6,1
2005,6,1
2006,6,1
2007,6,1
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,1
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,0.75
2005,6,0.75
2006,6,1
2007,6,0.75
2008,6,1
2009,6,1
2010,6,1
2011,6,1
2012,6,1
2013,6,0.75
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,1
2005,6,0.75
2006,6,0.75
2007,6,0.75
2008,6,0.75
2009,6,0.5
2010,6,0.5
2011,6,0.5
2012,6,0.5
2013,6,0.75
2014,6,1
2015,6,1
2016,6,1
2017,6,1
2004,6,0.75
2005,6,0.75
2006,6,0.75
2007,6,1
2008,6,1
2009,6,1
2010,6,0.75
2011,6,0.75
2012,6,0.75
2013,6,0.75
2014,6,1
2015,6,1
2016,6,1
